"x","y","h15ptot"
550150,159950,6
548750,160650,21
550450,168750,34
548750,169450,3
550650,148050,10
550650,168950,11
548050,150350,4
549650,148150,3
550550,168750,12
550550,163750,3
548950,152250,3
549650,164050,13
549050,148250,21
549750,151750,3
550350,152150,5
548350,149350,3
549750,164450,3
550550,155450,3
550650,167550,3
548450,149350,3
549150,163850,3
550250,148150,3
548550,163750,3
549250,158050,3
549250,157650,3
549250,154950,3
548650,149650,3
547250,156550,3
542150,161050,10
542350,150850,14
542350,152150,3
542350,151050,17
542450,151250,5
542850,152550,3
542850,171550,12
542250,152650,17
542250,152450,8
542550,169650,3
542650,161650,5
543250,151650,15
543250,151850,3
543450,169450,3
545750,166450,9
545850,149350,3
545850,154850,7
544350,149150,3
544350,150450,3
545150,149550,4
545850,150450,3
543650,166650,5
544350,166150,3
544450,171550,13
544450,149950,4
543650,150550,3
544450,151150,3
544550,171450,4
543750,171650,3
545950,150550,3
543850,151350,5
543850,167250,3
543850,152250,3
544650,151150,3
544650,149650,3
543950,155050,54
544650,149150,3
545550,164950,17
545550,150050,3
545550,150950,3
545550,166150,8
545550,154150,3
544750,149050,3
544750,150550,3
544850,150650,3
544850,149750,9
546050,154250,5
546050,155850,3
544950,169850,3
546250,167550,3
544150,150450,3
544950,148850,3
545750,156450,3
546550,160150,3
546050,149550,4
542450,156450,3
542750,155650,5
553650,147750,11
553750,147750,15
553750,147950,4
553850,146250,217
553650,165150,3
553750,168550,3
553950,169650,3
554050,158250,4
554050,158350,8
554550,145550,32
554050,148150,3
554850,153250,10
554850,164050,11
554150,171650,3
554650,145550,3
554150,148150,3
554450,151750,3
554450,145350,7
553750,154550,3
550950,169050,15
551250,157250,3
551650,160750,3
551650,154050,3
551850,147750,3
550950,158550,3
550950,156450,3
551050,168850,47
551650,169450,3
551750,162350,6
551950,161150,3
551950,147650,3
552150,154350,7
553350,146650,15
552750,147550,12
553050,148050,11
552350,166350,4
552750,161150,3
553450,152950,11
553450,166350,3
553450,165550,7
552750,163650,3
553550,157450,20
553150,152750,9
553150,158250,4
553550,159750,4
552550,155150,3
552550,163350,10
552550,148350,6
553250,157650,9
552650,158050,3
550750,150750,3
551050,150750,3
550750,147450,3
550850,148050,3
554950,150050,6
555050,149950,4
555050,158250,3
554950,145850,26
555050,148450,3
555050,157950,3
555050,159650,4
555050,155150,3
555050,159550,3
532950,171050,3
530950,160650,12
532050,155450,12
548150,148750,3
538050,154450,3
533350,153150,8
543550,155250,3
512250,152950,3
518250,150550,3
521050,163450,3
521550,149250,3
532750,156350,18
545950,151450,3
552050,149350,3
549350,166950,3
550050,150250,3
549650,158450,3
542550,161350,3
554650,153550,3
543650,152550,3
550950,155950,3
541950,164650,7
550050,147950,4
515250,145550,13
515250,156850,3
515250,154350,5
515550,146250,40
516750,146650,3
517350,147150,8
517350,146950,29
515350,150650,4
516950,146650,3
517550,147050,9
517650,147250,10
517750,146950,5
517850,152350,3
518150,169950,3
518350,148350,6
518450,156550,6
523050,156750,4
523150,150150,4
523250,147650,4
518550,161350,8
519750,150150,5
519850,149850,14
520050,147350,3
523750,147550,7
518950,149350,3
520250,150750,3
520350,150550,4
520450,150750,11
520450,165450,3
524150,171650,16
524150,171550,5
524250,150450,21
519050,165950,3
519050,149250,7
522050,168850,3
522150,159150,18
523450,155050,3
520750,147250,3
522150,165150,3
519250,149450,13
521050,162350,3
521050,147450,3
522350,156050,8
524350,151550,3
522450,151450,29
523550,153550,14
523550,147750,9
523650,147950,25
523650,153550,14
524150,148450,3
521450,147550,3
522750,147050,3
519750,148850,3
515450,154750,3
515950,146250,8
515950,147950,3
516250,157950,3
512750,150250,3
512750,168650,3
513050,150250,7
513950,169050,6
513950,148250,4
513950,168850,4
513250,150450,3
513250,143950,3
514050,144950,3
514950,152250,9
514950,147150,20
513450,151750,18
512150,142950,23
514350,148950,3
512350,168050,3
514950,147050,3
512650,143450,4
529850,171650,19
529950,153450,13
530050,161850,7
530050,167450,3
530150,162450,49
530150,162650,5
530250,152050,28
530450,162050,16
530450,151450,6
529950,164650,16
532650,155950,20
530650,159150,3
531050,160650,7
531050,160750,9
531050,151750,106
531150,160850,5
532150,159150,6
532650,155250,3
531150,158850,13
530850,152050,34
532250,152250,8
532250,155750,18
533050,154050,42
531250,151750,3
530950,152050,25
531450,161150,8
530950,160750,9
530950,160950,7
531650,154150,3
531750,152050,3
531750,154350,6
531950,156450,3
531950,159250,3
532050,156250,19
532550,152850,3
532850,151950,8
530050,152350,30
530050,151850,4
530150,161650,3
525850,150750,3
525050,151150,3
525350,153250,3
526450,166450,3
526550,151450,24
526850,155550,6
528950,167850,10
527050,161350,3
527850,151350,83
528550,168650,24
529050,152750,13
527250,153150,5
528050,152450,7
528650,168350,14
529150,152850,8
528650,167650,8
528650,156250,3
528250,153350,3
528750,165950,3
529350,168050,21
527450,151150,16
527550,152050,14
528850,162150,12
527750,151550,82
528850,159750,3
528950,159950,3
525550,149250,3
525650,156550,3
524650,166950,12
524650,152150,3
536450,159350,20
536450,152650,58
536450,160350,6
536650,159650,3
536450,154050,102
536750,154550,46
536850,151950,87
536850,161350,17
536850,153150,83
536850,154050,87
536850,153850,8
537950,151850,97
537950,160350,3
537250,162250,3
537350,153650,31
536950,151950,90
538050,154550,122
537450,152350,75
537850,165650,10
538150,152650,151
538150,155250,11
537050,152950,87
537050,151950,77
537050,153750,14
537450,152750,9
537850,160550,3
537850,165850,3
537050,154350,83
537150,152850,56
537250,153750,24
537250,162350,15
538150,160450,3
537250,153150,167
537250,152950,135
537950,155650,43
536250,152050,71
536250,167750,8
536350,154850,3
533350,154250,45
533950,155350,47
533950,155550,32
533450,158850,4
533450,170550,3
533650,160850,5
533650,155050,31
533750,166150,3
533850,164150,6
534050,154250,105
534050,166150,10
534050,157550,3
535850,152650,64
534250,156950,11
535250,154550,100
535250,157250,5
535850,157450,53
535950,160050,21
534350,154750,40
536150,157750,3
534350,155050,7
534950,153850,3
535450,165150,3
535450,154250,49
535450,154050,8
535850,156550,16
535450,156950,3
535550,154850,6
535550,155950,5
535550,157550,32
534550,155550,3
535650,165150,12
535650,155250,3
535650,154750,13
534650,161050,4
535250,153150,69
535950,153350,56
533550,154750,19
539850,151250,33
540050,155550,3
540150,156950,3
539850,150750,3
539850,157050,3
540250,150850,10
540250,163150,7
540250,159950,5
541550,152250,7
541650,151950,4
540750,160250,3
541150,156150,5
541650,152450,28
541850,151650,21
540450,163250,12
540450,153950,76
540450,164950,3
540750,153150,5
541650,164950,3
540450,152750,34
541350,154550,3
540550,162850,16
540950,153750,3
541950,153750,4
540950,156250,10
540950,154350,76
540950,154450,18
541450,167350,3
541450,151150,4
541450,152750,8
541750,151750,22
540550,156950,13
541050,151250,19
541050,155250,12
542050,151050,7
542050,164350,11
539750,150950,46
538350,156450,17
538450,151850,52
538450,157450,3
538450,153850,62
538450,153650,56
538550,156150,9
538250,157650,3
538450,158850,7
538450,165450,43
538550,160250,3
538650,152150,94
538650,165350,67
539450,153650,7
539450,153750,22
538750,166250,12
538750,159750,12
539250,151450,39
539250,159750,13
539250,154250,11
539550,154250,70
539250,159050,4
539250,159450,10
539550,170850,10
538750,167750,19
538350,165750,12
538450,165550,31
546750,159150,7
547350,164950,3
547350,161150,3
547450,158450,8
547550,158750,9
546850,150950,3
547050,148750,3
547150,156150,5
547750,149850,3
547850,154050,6
547850,165550,5
549350,154650,3
550150,166850,4
547850,156150,3
547850,150050,3
547850,149250,3
547950,150250,3
547950,148050,3
548650,152850,3
548750,154550,33
548750,148050,6
548750,154450,27
550450,167050,4
547950,149450,5
549450,166150,3
549450,163150,3
547950,161050,11
548050,160950,3
549550,157750,6
549550,157950,3
549550,156750,8
550250,172050,7
550250,147750,3
548050,149550,3
548250,149350,6
549650,150150,3
550150,156950,5
550150,151550,3
548250,154650,3
548250,154750,3
549750,161350,3
549750,157950,6
550350,156950,4
548350,166350,3
549050,163550,3
549150,160750,4
549750,164250,3
549750,157250,3
549750,151650,3
550550,150350,3
550550,148150,3
549150,161550,15
549850,159750,11
550150,159350,3
550250,147650,3
549250,158350,3
546550,157150,3
547450,154750,3
542350,161150,15
542550,169350,5
542550,161050,13
542250,152850,12
542850,151150,3
542950,151050,3
543050,151550,15
543250,151550,10
543450,153750,3
543450,155050,3
543550,166650,12
544250,171450,10
543650,151850,5
543650,164050,9
544550,150750,8
543750,153050,3
543750,171050,3
544550,171750,3
543850,155250,4
543850,171750,3
546250,168950,7
543850,152150,3
543950,156050,3
543950,151050,3
545550,155550,3
546450,151650,3
546050,149450,17
544850,153250,4
545650,162150,3
545050,148650,3
545050,149650,3
545750,166350,5
542250,152050,3
542450,169650,6
542150,169850,3
542750,164150,4
553650,169350,3
553750,161050,3
553850,148250,9
553650,161750,3
554050,146650,9
554450,146850,7
554850,146050,10
554050,146950,3
554550,150950,3
554350,147750,6
554350,164950,7
554550,163450,5
554050,159650,3
554150,148750,4
554650,152150,5
554650,147150,4
554950,148650,3
554650,145850,11
554850,161950,3
554750,150150,3
554950,146050,28
554450,146150,3
553850,168750,3
550950,156950,3
551650,168650,3
551850,149850,3
552050,153950,3
552150,166150,3
553350,147750,7
553350,147450,3
553450,152650,10
552750,158050,4
553550,166050,5
553550,147750,21
552850,158050,7
552850,147950,14
553150,147550,8
553150,151950,3
552850,146850,18
552550,146850,18
553150,160750,3
553250,165050,3
553350,166050,7
553250,152750,18
553450,161250,3
552650,157950,3
551050,169550,3
550850,171650,3
554950,155450,5
555050,150450,3
555050,145750,45
555050,153250,11
555050,170050,3
554950,172050,3
529150,168650,3
512050,145550,3
536150,170850,3
546050,154950,3
554250,158350,3
538450,156850,3
521850,149350,3
515550,152650,3
543550,152650,3
526550,150150,10
513350,143350,3
515350,147250,4
523050,158650,3
523150,157150,3
513750,147350,3
531150,158450,3
533150,154350,10
553850,160850,3
547250,149450,3
554850,153050,3
543250,152850,3
545050,156450,3
519650,145950,3
519750,147050,3
553850,152250,3
532150,167550,3
531850,151950,3
515250,145750,29
515250,168850,9
515250,146750,3
515550,154350,4
516650,148050,25
517450,148850,3
517550,150350,10
517550,158950,10
515350,156850,7
515350,148550,3
515650,168350,3
515750,146750,15
516750,148350,7
517650,148950,3
518350,148450,3
518350,156450,8
518450,150650,3
523150,155150,13
518550,148150,3
518550,170750,3
518650,161650,18
521750,152850,18
523350,154750,3
519950,149450,5
520150,149250,3
521850,152750,8
523950,152150,6
520750,165950,5
521950,149150,4
519150,151650,3
519150,163150,3
519250,153150,3
524050,147750,9
521150,148650,3
523550,164450,4
519550,149250,11
519550,150150,4
524150,152050,3
521450,152450,26
521550,152450,15
522650,151450,4
524450,152250,9
524450,147950,3
521650,152350,23
521650,171750,3
522750,151250,4
522750,151150,3
522950,157150,3
523750,148150,4
523750,156650,3
523750,147850,36
515450,156850,8
515850,153950,4
517250,146850,3
515150,155650,3
515250,157050,3
516050,157350,6
516050,147150,3
516150,157850,3
513150,145450,3
513950,147450,3
514750,168150,3
514850,147750,3
514050,146750,3
514850,154850,3
514950,168250,3
512050,142150,10
512050,152050,3
512250,142550,3
514550,145250,3
512450,143350,24
512550,145650,9
513750,148050,6
513750,166650,3
513750,146650,3
529850,164450,8
529950,171650,4
530050,160850,3
530350,151650,12
530350,165450,11
529950,152150,3
530250,162750,8
530650,167050,10
530650,161650,4
532550,151350,4
532550,151550,13
532650,155750,15
531150,152850,39
532150,163950,8
532150,151250,4
532150,155850,28
532850,153050,24
531250,153050,4
531250,153950,19
531250,160750,3
530850,153650,3
530950,159150,8
531450,163750,3
531550,154550,5
532350,152550,5
533150,157850,7
533150,153450,3
530950,154450,7
530950,152950,21
532450,156350,25
532450,151650,17
531750,155050,3
531750,156050,3
531850,155050,4
531950,156050,15
531950,152850,3
532050,151150,5
532850,155950,8
529750,153450,5
530050,153450,3
530050,152550,15
525950,150050,40
525950,156550,22
524950,151150,9
524950,161950,3
525050,172050,14
525350,151250,3
525450,153350,5
525450,151350,13
526350,150150,3
526450,166250,4
526850,151450,24
526950,158750,9
526950,158850,3
527050,151950,125
527050,151750,33
528550,152050,26
528550,156350,5
528550,159650,7
528550,167850,10
528550,163050,20
527150,158750,4
527250,161450,24
528050,152750,8
528650,156550,7
529150,167950,60
527250,155550,3
527450,151650,17
528250,152750,6
528750,161850,5
528750,156650,5
529350,152850,6
527450,151450,83
529650,171950,12
529650,157450,3
527550,153150,18
528350,159550,4
528850,163050,38
528850,167650,16
529350,168150,6
527750,152250,3
529650,151950,3
527850,165150,3
528950,158550,3
525650,153950,5
524650,148150,7
524750,148250,3
536350,160250,22
536550,158950,13
536650,154850,8
536650,157750,3
536350,153550,18
536550,152250,19
536750,153350,33
537950,156950,7
537950,159750,7
537950,160450,4
537250,162850,8
537250,152050,76
537350,151450,71
537750,152550,3
537450,160150,7
537450,162550,19
538150,152550,53
537850,153350,90
537550,152250,112
537550,152350,74
537850,154750,3
537850,152250,12
537850,152050,3
537650,152950,157
537650,154450,11
537950,159850,3
537250,152850,157
537650,166050,3
536250,161350,3
536250,152850,41
536250,154350,57
536350,151850,3
533350,160450,9
533350,171050,3
533550,156950,10
533550,157150,3
533950,152450,3
533950,154550,48
533450,158650,7
533450,155550,3
534050,164450,17
534050,154750,48
534050,153950,112
535750,159750,20
535750,154550,13
535250,155550,8
535350,154750,23
535350,167150,3
535950,154050,30
534950,168650,4
534950,155150,13
536150,157550,3
534950,153350,12
535450,154150,62
534450,156150,7
535050,155250,12
535450,159150,6
535450,155350,3
535450,153050,5
536050,159650,12
535450,156350,9
535450,155950,6
535150,152750,3
535550,157450,3
535750,157750,29
533250,160650,7
533250,157150,3
533450,160950,3
533850,155550,27
533850,156750,3
533350,152050,3
539850,151850,5
539850,160050,3
539950,154950,36
540150,152650,16
540150,160550,3
540250,151350,37
540250,151450,21
540250,156050,3
540350,163150,4
540350,156550,9
540650,155350,4
540750,165550,3
540750,154450,79
541150,155350,6
541150,156050,3
541650,169950,3
540750,151450,24
541250,150750,12
541250,154650,8
540350,151550,6
541950,156550,18
540850,151350,24
540850,156150,6
540850,153050,12
540850,153150,8
540850,165650,6
541350,154650,5
541650,152050,4
540550,151250,56
540950,154650,5
541750,155850,17
541750,161750,8
540950,150850,14
540950,161050,9
541050,151050,63
541050,152050,3
541050,156050,3
541550,156650,3
540650,162750,5
541050,150950,11
541550,154250,3
539750,151650,33
540050,155450,3
538250,156350,9
538350,155350,10
538450,152450,139
538450,157250,5
538250,157150,29
538550,151350,30
538650,156050,3
538650,154350,3
539450,152650,5
538850,167550,11
538950,151550,93
539150,151150,23
539150,151750,60
539150,155550,10
539650,153850,17
538750,151650,13
538750,160050,8
539450,153950,64
538750,153850,10
539250,166050,9
538750,151150,9
539250,155650,4
539050,166050,5
539050,167650,26
539550,153350,42
538850,151150,29
539050,165750,3
539350,153050,78
539350,154750,7
539350,157150,5
538850,155050,12
539350,157350,6
539450,157550,3
547350,162750,8
547450,155950,3
547550,157850,3
547550,167950,7
547550,153750,3
547650,153850,3
547750,162550,3
548650,149250,111
550050,156950,10
550450,147950,7
549550,157650,3
550450,166850,3
550150,169350,3
548250,159650,3
549050,155450,3
550250,163450,3
549050,155550,3
549150,161350,9
549850,160250,7
549850,164450,3
550550,148050,6
548450,150250,3
548450,164050,8
549850,160150,3
550250,163050,3
548550,149550,3
549250,154850,3
549250,164350,5
549850,158750,3
548550,147850,3
548650,160450,3
546650,161850,12
546650,159450,5
547250,160050,3
547250,171850,3
542150,169750,14
542150,153250,10
542350,152350,6
542450,152350,7
542850,171350,3
542250,150950,12
542850,155750,10
543250,155850,11
543250,171650,4
543250,150750,3
543350,156250,11
543350,156150,3
544250,149750,3
544350,156850,3
545150,153850,10
545150,149250,3
543550,151450,4
546150,160050,3
546150,171150,7
543650,166850,4
544450,171450,4
545250,159050,3
546350,152350,6
543750,164050,15
545350,169850,3
545950,149050,6
545950,154050,3
543850,167050,3
544650,153250,3
545350,153950,3
545450,165950,3
546250,149650,3
543950,156250,10
546450,152550,5
546450,153050,3
546450,152250,4
544050,151150,6
544850,149550,3
